ID	Barcode	Title	Authors	Condition	Section	Location	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	User
"1426302428"	"2801426302420"	"Face to Face with Wolves"	"Brandenburg, Jim"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"11-17-2008"	"08-16-2014"	"01-01-0001"	"Unknown"
"1550744356"	"2801550744356"	"Deer, Moose, Elk & Caribou"	"Hodge, Deborah; (Illustrator) Pat Stephens"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"04-02-1999"	"05-14-2014"	"01-01-0001"	"Unknown"
"1562823361"	"2801562823360"	"Here is the Arctic Winter"	"Dunphy, Madeleine"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"07-26-2010"	"07-27-2013"	"10-27-2013"	"Unknown"
"1564585042"	"2801564585044"	"Visual Dictionary of the Horse"	"Tucker, Louise"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"08-21-2002"	"07-08-2014"	"08-11-2010"	"Unknown"
"1578050758"	"2801578050750"	"What Does the Crow Know?: the Mysteries of Animal Intelligence"	"Facklam, Margery; Pamela Johnson, (Illustrator)"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.50"	"$0.25"	"$0.00"	"$0.00"	"09-22-2001"	"12-20-2013"	"01-01-0001"	"Unknown"
"1580175546"	"2801580175540"	"What's That Bird?: a Beginner's Guide to Backyard Birding"	"Choiniere, Joseph"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.47"	"$0.00"	"$0.00"	"$0.00"	"04-20-2005"	"04-22-2014"	"01-01-0001"	"Unknown"
"158017597X"	"2801580175977"	"Petting Farm Poster Book"	"Storey Publishing"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.95"	"$0.00"	"$0.00"	"$0.00"	"06-23-2005"	"06-19-2014"	"01-01-0001"	"Unknown"
"1580891489"	"2801580891488"	"Turtle, Turtle, Watch Out!"	"Sayre, April Pulley; (Illustrator) Annie Patterson"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$9.00"	"$0.25"	"$0.00"	"$0.00"	"11-05-2009"	"06-18-2012"	"07-26-2010"	"Unknown"
"158089318X"	"2801580893185"	"The Robin Makes a Laughing Sound: A Journal"	"Wolf, Sallie"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"02-01-2010"	"12-26-2013"	"02-25-2012"	"Unknown"
"1585364851"	"2801585364857"	"Pierre the Penguin"	"Marzollo, Jean; (Illustrator) Laura Regan"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"04-17-2010"	"05-21-2014"	"12-27-2011"	"Unknown"
"159084212X"	"2801590842128"	"Australian Rare and Endangered Wildlife"	"Mason Crest"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"02-06-2003"	"12-30-2013"	"01-01-0001"	"Unknown"
"1856975665"	"2801856975669"	"Horses"	"Budd, Jackie"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"01-28-2003"	"02-01-2014"	"01-14-2010"	"Unknown"
"1856975754"	"2801856975751"	"Vampire Bats & Other Creatures of Night"	"Steele, Philip"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.50"	"$0.25"	"$0.00"	"$0.00"	"06-01-2002"	"01-19-2014"	"01-01-0001"	"Unknown"
"0152004742"	"2800152004745"	"Ever Heard of an Aardwolf?"	"Moser, Madeline"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.25"	"$0.00"	"$0.00"	"08-18-1999"	"09-01-2013"	"01-01-0001"	"Unknown"
"0316082651"	"2800316082657"	"Safari"	"Bateman, Robert"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"10-28-1998"	"02-14-2014"	"05-27-2013"	"Unknown"
"0395726646"	"2800395726640"	"Big and Little"	"Jenkins, Steve"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.25"	"$0.00"	"$0.00"	"12-11-2001"	"09-01-2013"	"09-12-2009"	"Unknown"
"0399214062"	"2800399214068"	"Swans"	"Scott, Jack Denton"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.00"	"$0.25"	"$0.00"	"$0.00"	"07-26-2010"	"12-18-2013"	"01-01-0001"	"Unknown"
"043921310X"	"2800439213105"	"Chimpanzees I Love: Saving Their World and Ours"	"Goodall, Jane"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"08-16-2001"	"05-22-2014"	"06-26-2014"	"Unknown"
"0516249266"	"2800516249263"	"Bats and Other Animals with Amazing Ears"	"Labella, Susan"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"10-17-2005"	"07-11-2014"	"01-01-0001"	"Unknown"
"0516249274"	"2800516249270"	"Owls and Other Animals with Amazing Eyes"	"Labella, Susan"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"10-05-2005"	"07-11-2014"	"01-01-0001"	"Unknown"
"0516249444"	"2800516249447"	"Chick Grows Up"	"Zollman, Pam"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"02-21-2006"	"07-11-2014"	"01-01-0001"	"Unknown"
"0531200272"	"2800531200270"	"Leeches Lampreys and Other Cold Bloode"	"Labonte, G."	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.00"	"$0.25"	"$0.00"	"$0.00"	"07-26-2010"	"09-26-2013"	"01-01-0001"	"Unknown"
"0531210960"	"2800531210965"	"Pets At the White House"	"Kennedy, Marge"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.00"	"$0.00"	"$0.00"	"$0.00"	"06-04-2009"	"07-11-2014"	"07-31-2009"	"Unknown"
"0531217140"	"2800531217148"	"Puffins"	"Sexton, Colleen"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.00"	"$0.00"	"$0.00"	"$0.00"	"07-08-2009"	"07-12-2014"	"07-31-2009"	"Unknown"
"0531222187"	"2800531222180"	"Barracudas"	"Sexton, Colleen"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"10-05-2009"	"07-11-2014"	"10-28-2009"	"Unknown"
"0618033769"	"2800618033760"	"Slap, Squeak & Scatter"	"Jenkins, Steve"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.25"	"$0.00"	"$0.00"	"04-17-2001"	"09-07-2013"	"01-01-0001"	"Unknown"
"0618375945"	"2800618375945"	"Actual Size"	"Jenkins, Steve"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"03-30-2004"	"07-31-2014"	"02-19-2014"	"Unknown"
"0618436634"	"2800618436639"	"ER Vets: Life In an Animal Emergency Room"	"Jackson, Donna M."	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.25"	"$0.00"	"$0.00"	"10-08-2005"	"02-19-2014"	"04-15-2009"	"Unknown"
"061896634X"	"2800618966341"	"How Many Ways Can You Catch a Fly?"	"Jenkins, Steve;  Robin Page"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.25"	"$0.00"	"$0.00"	"08-25-2008"	"09-01-2013"	"10-14-2011"	"Unknown"
"0671871919"	"2800671871910"	"Blanca and Arusha: Tales of Two Big Cats"	"Irvine, Georgeanne"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.25"	"$0.00"	"$0.00"	"05-09-2003"	"08-19-2013"	"01-01-0001"	"Unknown"
"0679838805"	"2800679838809"	"Elephant"	"Redmond, Ian"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"07-09-1999"	"07-09-2014"	"04-10-2010"	"Unknown"
"0688125395"	"2800688125396"	"Lemurs on Location"	"Darling, Kathy"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"01-22-1999"	"07-11-2014"	"01-01-0001"	"Unknown"
"0688141137"	"2800688141136"	"Top to Bottom Down Under"	"Lewin, Ted"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"02-21-2005"	"07-04-2014"	"09-08-2013"	"Unknown"
"0688171826"	"2320011142116"	"One Small Place by the Sea"	"Brenner, Barbara"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.99"	"$0.00"	"$0.00"	"$0.00"	"04-19-2005"	"08-09-2014"	"01-01-0001"	"Unknown"
"0753451727"	"2800753451726"	"Best Book of Ponies"	"Budd, Jackie"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"08-05-1999"	"02-01-2014"	"01-01-0001"	"Unknown"
"0753457601"	"2800753457605"	"Apes and Monkeys"	"Taylor, Barbara"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.25"	"$0.00"	"$0.00"	"02-25-2004"	"03-26-2014"	"01-01-0001"	"Unknown"
"0756645131"	"2800756645139"	"Animals Up Close"	"Siwanowicz, Igor"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$10.00"	"$0.25"	"$0.00"	"$0.00"	"02-11-2009"	"03-04-2014"	"09-27-2013"	"Unknown"
"0761305807"	"2800761305806"	"Fantastic Book of Horses"	"Parker, Jane"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"02-20-2002"	"02-01-2014"	"10-21-2010"	"Unknown"
"0763634719"	"2800763634713"	"Ape"	"Jenkins, Martin,  Vicky White, (Illustrator)"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"11-16-2007"	"07-14-2014"	"04-01-2010"	"Unknown"
"0764106392"	"2800764106394"	"From Pole to Pole"	"Taylor, Barbara"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$3.00"	"$0.00"	"$0.00"	"$0.00"	"07-09-1999"	"04-29-2014"	"01-01-0001"	"Unknown"
"0312613466"	"2800312613466"	"The First Pup"	"Staake, Bob"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.25"	"$0.00"	"$0.00"	"05-20-2010"	"01-21-2014"	"02-15-2013"	"Unknown"
"1561455369"	"991007785X"	"About Raptors: A Guide for Children"	"Sill, Cathryn; (Illustrator) John Sill"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"07-27-2010"	"07-13-2014"	"02-25-2013"	"Unknown"
"0805087931"	"9910128551"	"Wonder Horse: The True Story of the Worlds' Smartest Horse"	"McCully, Emily Arnold"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"07-31-2010"	"07-11-2014"	"11-29-2010"	"Unknown"
"1442412720"	"9910385252"	"ZooBorns!: Zoo Babies from Around the World"	"Bleiman, Andrew; Chris Eastland"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.50"	"$0.00"	"$0.00"	"$0.00"	"08-21-2010"	"05-29-2014"	"11-29-2011"	"Unknown"
"0824918169"	"9911181774"	"Korow (My Animal Family)"	"Duey, Kathleen"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"10-25-2010"	"12-27-2013"	"05-30-2011"	"Unknown"
"0805089993"	"9911439399"	"Polar Bears"	"Newman, Mark"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"11-17-2010"	"07-11-2014"	"03-28-2011"	"Unknown"
"1402756615"	"9912282655"	"Thunder Birds: Nature's Flying Predators"	"Arnosky, Jim"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"02-04-2011"	"02-02-2014"	"02-04-2014"	"Unknown"
"0753465574"	"9912306929"	"I Wonder Why Horses Wear Shoes"	"Gaff, Jackie"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"02-07-2011"	"06-03-2014"	"05-28-2013"	"Unknown"
"1402786654"	"9912701577"	"Olivia's Birds: Saving the Gulf"	"Bouler, Olivia"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"03-22-2011"	"09-06-2014"	"03-15-2013"	"Unknown"
"0823423522"	"9912754816"	"Roscoe and the Pelican Rescue"	"Reed, Lynn Rowe"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"03-28-2011"	"08-24-2013"	"07-08-2011"	"Unknown"
"0312506090"	"9913668085"	"Big and Busy Animals"	"Priddy, Roger"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.60"	"$0.60"	"$0.00"	"06-24-2011"	"05-11-2014"	"09-02-2014"	"Unknown"
"0789458187"	"9913747392"	"Mammal (DK Eyewitness Books)"	"DK Eyewitness Books"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.00"	"$0.00"	"$0.00"	"07-03-2011"	"06-20-2014"	"06-24-2014"	"Unknown"
"0789458004"	"9914089127"	"Bird (Eyewitness)"	"Burnie, David"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"08-06-2011"	"07-31-2014"	"06-10-2012"	"Unknown"
"0753465809"	"9914185967"	"The Kingfisher Animal Encyclopedia, The"	"Burnie, David"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$14.00"	"$0.00"	"$0.00"	"$0.00"	"08-17-2011"	"08-08-2014"	"12-13-2013"	"Unknown"
"0789485486"	"9914676014"	"Big Cats"	"Walker, Sarah"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.00"	"$0.00"	"$0.00"	"10-06-2011"	"08-30-2014"	"08-28-2013"	"Unknown"
"0545047161"	"9915213352"	"Knut: How One Little Polar Bear Captivated the World"	"Hatkoff, Juliana; Isabella Hatkoff; Craig Hatkoff; Gerald R. Uhlich"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$8.50"	"$0.25"	"$0.00"	"$0.00"	"11-26-2011"	"11-15-2013"	"01-01-0001"	"Unknown"
"0545234972"	"9915661266"	"Stay: The True Story of Ten Dogs"	"Muntean, Michaela"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$0.25"	"$0.00"	"$0.00"	"01-15-2012"	"03-07-2014"	"08-10-2012"	"Unknown"
"158536536X"	"9915844212"	"Track that Scat!"	"Morlock, Lisa; (Illustrator) Carrie Anne Bradshaw"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"02-03-2012"	"05-17-2014"	"01-22-2013"	"Unknown"
"1600604242"	"9916500975"	"Puffling Patrol"	"Lewin, Ted; Betsy Lewin"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"3"	"$9.95"	"$0.25"	"$0.00"	"$0.00"	"04-13-2012"	"04-25-2012"	"01-01-0001"	"Unknown"
"076117012X"	"9916576637"	"Unlikely Friendships for Kids: Book Two: The Dog & The Piglet and Four Other Stories of Animal Friendships"	"Holland, Jennifer S."	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$4.00"	"$0.00"	"$0.00"	"$0.00"	"04-22-2012"	"08-09-2014"	"09-23-2013"	"Unknown"
"0761170111"	"9916577242"	"Unlikely Friendships for Kids: The Monkey & the Dove: And Four Other Stories of Animal Friendships"	"Holland, Jennifer S."	"Used - Good"	"CHILDREN-ANIMALS"	" "	"3"	"$4.00"	"$0.00"	"$0.00"	"$0.00"	"04-22-2012"	"08-09-2014"	"09-23-2013"	"Unknown"
"0375844481"	"9916764255"	"Mrs. Harkness and the Panda"	"Potter, Alicia; (Illustrator) Melissa Sweet"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$8.50"	"$0.25"	"$0.00"	"$0.00"	"05-10-2012"	"02-07-2014"	"07-18-2014"	"Unknown"
"1583943544"	"9916962014"	"Vegan Is Love: Having Heart and Taking Action"	"Roth, Ruby"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.50"	"$1.02"	"$1.02"	"$0.00"	"06-01-2012"	"07-25-2014"	"06-05-2012"	"Unknown"
"0060270926"	"9917038531"	"How to Talk to Your Dog"	"George, Jean Craighead; (Illustrator) Sue Truesdell"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"2"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"06-10-2012"	"05-03-2014"	"03-27-2014"	"Unknown"
"1580178480"	"9917747354"	"Eye See You Poster Book"	"Storey Publishing"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$5.00"	"$0.25"	"$0.00"	"$0.00"	"08-19-2012"	"09-29-2013"	"02-13-2013"	"Unknown"
"0545430291"	"9917944699"	"Tales of Famous Animals"	"Roop, Peter; Connie Roop, (Illustrator) Zachary Pullen"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"09-07-2012"	"04-05-2014"	"04-15-2013"	"Unknown"
"080509220X"	"9918013710"	"Lenore Finds a Friend: A True Story from Bedlam Farm"	"Katz, Jon"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.96"	"$0.96"	"$0.00"	"09-14-2012"	"09-05-2013"	"04-21-2013"	"Unknown"
"1426209967"	"9918099925"	"National Geographic Angry Birds: Fed Up, Feathered, and Furious"	"White, Mel"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$6.95"	"$0.25"	"$0.00"	"$0.00"	"09-22-2012"	"08-30-2013"	"06-02-2014"	"Unknown"
"0816719608"	"9918434406"	"Birds"	"Gill, Peter"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.00"	"$0.00"	"$0.00"	"$0.00"	"10-26-2012"	"04-26-2014"	"11-10-2012"	"Unknown"
"0375868461"	"9918453214"	"Alex the Parrot: No Ordinary Bird: A True Story"	"Spinner, Stephanie"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$9.00"	"$1.08"	"$1.08"	"$0.00"	"11-03-2012"	"12-29-2013"	"01-21-2013"	"Unknown"
"0545495954"	"9918531738"	"My Dog Is a Hero"	"Camerena, Rebecca"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.00"	"$0.00"	"$0.00"	"$0.00"	"11-12-2012"	"04-11-2014"	"11-30-2013"	"Unknown"
"075661774X"	"9918702214"	"Bird (DK Eye Know)"	"DK"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$4.50"	"$0.00"	"$0.00"	"$0.00"	"11-30-2012"	"05-11-2014"	"12-21-2012"	"Unknown"
"050065011X"	"9918769092"	"Polar Animals: In Search of Polar Bears, Penguins, Whales and Seals"	"Bloom, Steve"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"12-07-2012"	"08-29-2014"	"09-06-2013"	"Unknown"
"0545532450"	"9918944234"	"Now You See It! Pupstyle Red Carpet Pups"	"Foster, Dara"	"Used - Good"	"CHILDREN-ANIMALS"	" "	"1"	"$3.00"	"$0.25"	"$0.00"	"$0.00"	"12-30-2012"	"11-08-2013"	"01-20-2014"	"Unknown"
