ID	Barcode	Title	Authors	Publisher	Pub Date	Binding	Condition	Section	Location	Item Type Id	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	Meta Tags	Keywords	User
"0812056000"	"2800812056008"	"New Classic Cuisine"	"Roux, Albert; Michel Roux; (Illustrator) Paul Hogarth; (Photography) Anthony Blake"	"Barron's"	"1984"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"11-03-2002"	"06-06-2014"	"04-24-2014"	""	""	"Unknown"
"0814803210"	"2800814803211"	"La Cuisine: Secrets of Modern French Cooking"	"Oliver, Raymond; (Translator) Nika Standen Hazelton; (Translator) Jack Van Bibber; (Photography) Charles Affif"	"Tudor Publishing Company"	"January 1969"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-04-2007"	"10-22-2014"	"11-05-2014"	""	""	"Unknown"
"0847816613"	"2800847816615"	"Feasts of Provence"	"Carrier, Robert"	"RIZZOLI"	"April 1993"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"12-14-1998"	"05-14-2014"	"02-05-2014"	""	""	"Unknown"
"0847818373"	"2800847818374"	"Impressionists' Table : Recipes and Gastronomy of Nineteenth-Century France"	"Leaf, Alexandra; Jacques Pepin"	"RIZZOLI"	"September 1994"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$14.00"	"$0.00"	"$0.00"	"$0.00"	"06-12-1998"	"08-13-2014"	"04-02-2012"	""	""	"Unknown"
"0847820882"	"2800847820889"	"Matisse: A Way of Life In the South of France"	"Naudin, Jean-Bernard; (Text) Gilles Plazy"	"RIZZOLI"	"June 1998"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"06-19-1998"	"11-05-2014"	"11-20-2012"	""	""	"Unknown"
"0847826104"	"2800847826102"	"Flavors of Provence"	"De Borchgrave, I."	"RIZZOLI"	"September 2004"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"09-08-2004"	"05-08-2014"	"05-19-2013"	""	""	"Unknown"
"0852238258"	"2800852238259"	"Monet's Cookery Notebooks"	"Joyes, Claire; Jean-Marie Toulgouat; (Photography) Jean-Bernard Naudin; (Foreword) Joel Robuchon"	"Ebury Press"	"January 1989"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"10-24-2003"	"10-02-2014"	"09-03-2014"	""	""	"Unknown"
"0865652317"	"2800865652318"	"The Great Book of French Cuisine, Revised Edition"	"Pellaprat, Henri-Paul; (Editor) Avanelle Day; (Editor) David White; (Introduction) Jeremiah Tower"	"Vendome"	"September 2003"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"01-03-2004"	"10-17-2014"	"09-10-2013"	""	""	"Unknown"
"0865659591"	"2800865659591"	"Gourmet Guide to Paris"	"Delpal, Jacques-Louis; Alain Riviere; Christaian Sarramon"	"VENDOME PRESS"	"December 2006"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"06-17-1998"	"08-11-2014"	"04-13-2013"	""	""	"Unknown"
"0941434362"	"2800941434364"	"The Taste of France"	"Freson, (Photography) Robert; (Designer) James Wageman"	"Stewart, Tabori & Chang, Publishers"	"October 1983"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"08-05-1999"	"09-24-2014"	"10-11-2014"	""	""	"Unknown"
"0941434877"	"2800941434876"	"Dining in France"	"Millau, Christian; (Photography) Philippe-Louis Houze; (Introduction) Pierre Salinger"	"Stewart, Tabori & Chang"	"July 1986"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"02-26-1999"	"07-03-2014"	"09-26-2013"	""	""	"Unknown"
"156458643X"	"2801564586430"	"Le Cordon Bleu Classic French Cookbook"	"Wright, (Editor) Jeni"	"Dorling Kindersley"	"September 1994"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"12-15-1998"	"06-27-2014"	"04-28-2011"	""	""	"Unknown"
"156458867X"	"2801564588670"	"French Country Cooking: Anne Willian's Look & Cook"	"Willan, Anne"	"DORLING KINDERSLEY"	"March 1995"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$5.95"	"$0.00"	"$0.00"	"$0.00"	"06-07-1999"	"07-19-2014"	"09-30-2012"	""	""	"Unknown"
"1579651070"	"2801579651079"	"Ducasse : Flavors of France"	"Ducasse, Alain; Linda Dannenberg; (Photographer) Pierre Hussenot"	"Artisan"	"November 1998"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$30.00"	"$0.00"	"$0.00"	"$0.00"	"11-03-1998"	"05-17-2014"	"02-24-2014"	""	""	"Unknown"
"1579651828"	"2801579651826"	"Van Gogh's Table at the Auberge Ravoux"	"Leaf, Alexandra; Fred Leeman; (Designer) Birgitta Ralston; (Photographer) Frederic Lebain"	"Artisan"	"October 2001"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"11-02-2001"	"06-28-2014"	"06-25-2014"	""	""	"Unknown"
"1579653197"	"2801579653196"	"Ducasse Flavors of France"	"Ducasse, Alain; Linda Dannenberg; (Photographer) Pierre Hussenot"	"Artisan"	"September 2006"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"10-28-2006"	"06-07-2014"	"08-17-2014"	""	""	"Unknown"
"1584791187"	"2801584791180"	"Everyday French Cooking"	"Constant, Christian; (Translator) Linda Dannenberg;  (Illustrator) Francois Lacheze"	"STEWART TABORI & CHANG"	"September 2001"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"11-02-2001"	"10-17-2014"	"12-10-2012"	""	""	"Unknown"
"1584793627"	"2320010946234"	"Guy Savoy: Simple French Recipes for the Home"	"Savoy, Guy,  Laurence Mouton, Photographs,  Patricia Wells, Foreword"	"STEWART, TABORI & CHANG"	"April 2004"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"08-01-2004"	"10-29-2014"	"01-11-2014"	""	""	"Unknown"
"1584794348"	"2801584794341"	"Provence Harvest"	"Jones, Louisa"	"STEWART TABORI & CHANG"	"November 2005"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"10-13-2005"	"06-05-2014"	"04-16-2011"	""	""	"Unknown"
"158479478X"	"2320011522185"	"The Fundamental Techniques of Classic Cuisine"	"French Culinary Institute; Judith Choate, Matthew Septimus, (Photography),  Glenn Wolf, (Illustrator)"	"Stewart Tabori & Chang"	"August 2007"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$40.00"	"$0.00"	"$0.00"	"$0.00"	"04-24-2009"	"10-29-2014"	"10-30-2014"	""	""	"Unknown"
"1592231985"	"2801592231982"	"Le Cordon Bleu: Quick and Easy"	"Wright, Jeni;  Le Cordon Bleu Chefs"	"THUNDER BAY PRESS"	"November 2004"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"12-08-2005"	"08-05-2014"	"01-01-0001"	""	""	"Unknown"
"1843090619"	"2801843090610"	"French : Delicious Classic Cuisine Made Easy"	"Clements, Carole; Elizabeth Wolf-Cohen"	"Hermes House"	"January 2001"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"10-18-2006"	"11-02-2014"	"08-07-2014"	""	""	"Unknown"
"1875137106"	"2801875137109"	"Simple French Cooking (Chuck Williams Collection)"	"Williams, Chuck; (Photography) Allan Rosenberg"	"Weldon Owen"	"December 1995"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"12-31-1998"	"07-21-2014"	"12-24-2013"	""	""	"Unknown"
"1931605084"	"2801931605085"	"Marvelous Recipes from the French Heart Land"	"Marcon, Regis"	"ICI LA PRESS"	"October 2002"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"07-12-2007"	"11-07-2014"	"01-01-0001"	""	""	"Unknown"
"0156501724"	"2800156501721"	"Madame Maigret's Recipes"	"Courtine, Robert J."	"HARCOURT BRACE JOVANOVICH INC"	"April 1987"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$3.00"	"$0.00"	"$0.00"	"$0.00"	"03-03-2010"	"04-10-2014"	"03-22-2010"	""	""	"Unknown"
"1199535508"	"2841199535502"	"Masterpieces of French Cuisine"	"Amunategui, Francis"	"The Macmillan Company"	"1971"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-20-2000"	"06-09-2014"	"06-11-2014"	""	""	"Unknown"
"1299204147"	"2841299204148"	"Aromas and Flavors of Past and Present"	"Toklas, Alice B.; (Introduction) Poppy Cannon"	"Harper & Brothers Publishers"	"1958"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"11-07-2000"	"08-06-2014"	"11-01-2014"	""	""	"Unknown"
"2080304720"	"2802080304720"	"Gourmet Shops of Paris: An Epicurean Tour"	"Rival, Pierre,  Christian Sarramon"	"FLAMMARION"	"March 2005"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"01-23-2005"	"07-19-2014"	"03-16-2014"	""	""	"Unknown"
"2080304887"	"2320011172373"	"Olivier Roellinger's Contemporary French Cuisine : Fifty Recipes Inspired by the Sea"	"Roellinger, Olivier; Anne Testut; Alain Willaume"	"Editions Flammarion"	"August 2005"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Review"	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"07-14-2005"	"05-23-2014"	"01-11-2014"	""	""	"Unknown"
"0316535176"	"2800316535177"	"The Dione Lucas Book of French Cooking"	"Lucas, Dione; Marion Gorman; (Illustrator) Joseph S. Patti"	"Little, Brown and Company"	"January 1973"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"04-23-1999"	"10-22-2014"	"02-13-2014"	""	""	"Unknown"
"0375757139"	"2320011597435"	"Cooking with Pomiane (Modern Lirary Food"	"Pomiane, Edouard de; (Translator) Peggie Benton; (Introduction) Elizabeth David"	"The Modern Library"	"February 2001"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$7.00"	"$0.00"	"$0.00"	"$0.00"	"03-16-2010"	"10-08-2014"	"11-06-2013"	""	""	"Unknown"
"0385488416"	"2320010275655"	"Le Bernardin Cookbook: Four-Star Simplicity"	"Ripert, Eric; Maguy Le Coze"	"Doubleday"	"October 1998"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"4"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"09-11-1999"	"10-21-2014"	"10-25-2014"	""	""	"Unknown"
"0393046680"	"2800393046689"	"The Cook and the Gardener: A Year of Recipes and Writings for the French Countryside"	"Hesser, Amanda; (Illustrator) Kate Gridley"	"W. W. Norton & Company"	"March 1999"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-05-1999"	"09-18-2014"	"07-20-2014"	""	""	"Unknown"
"0394401522"	"2800394401524"	"Mastering the Art of French Cooking, Volume Two"	"Child, Julia; Simone Beck; (Illustrator) Sidonie Coryn; (Illustrator) Paul Child"	"Alfred A. Knopf"	"1970"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$35.00"	"$0.00"	"$0.00"	"$0.00"	"03-14-2000"	"11-08-2014"	"11-05-2014"	""	""	"Unknown"
"0394570278"	"2800394570275"	"Foie Gras, Magret, and Other Good Food From Gascony"	"Daguin, Andre; Anne de Ravel; (Illustrator) Karl W. Stuecklen"	"Random House"	"December 1988"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"09-20-2000"	"10-25-2014"	"01-19-2014"	""	""	"Unknown"
"0471376736"	"2320010559090"	"L'Atelier of Alain Ducasse"	"Ducasse, Alain"	"JOHN WILEY & SONS"	"February 2000"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$30.00"	"$0.00"	"$0.00"	"$0.00"	"04-09-2001"	"08-22-2014"	"01-01-0001"	""	""	"Unknown"
"0471393487"	"2800471393483"	"Cordon Bleu Kitchen Essentials"	"Cordon Bleu"	"JOHN WILEY & SONS"	"November 2000"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"12-22-2000"	"10-04-2014"	"12-09-2012"	""	""	"Unknown"
"0500012121"	"2800500012125"	"Dining with Marcel Proust: A Practical Guide to French Cuisine of the Belle Epoque"	"King, Shirley; (Foreword) James Beard"	"Thames and Hudson"	"June 1979"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"10-20-1998"	"09-12-2014"	"09-04-2014"	""	""	"Unknown"
"0517506629"	"2800517506624"	"The Escoffier Cookbook and Guide to the Fine Art of Cookery"	"Escoffier, Auguste"	"Crown Publishers, Inc."	"1969"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"06-21-1999"	"11-07-2014"	"11-01-2014"	""	""	"Unknown"
"0517531372"	"2800517531374"	"The New Larousse Gastronomique: The Encyclopedia of Food, Wine and Cookery"	"Montagne, Prosper; (Editor) Charlotte Turgeon; (Preface) Robert J. Courtine; (Preface) Auguste Escoffier; (Preface) Phileas Gilbert; (Translator) Marion Hunter M.I.L."	"Crown Publishers, Inc."	"February 1977"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-08-1999"	"10-02-2014"	"09-20-2014"	""	""	"Unknown"
"0517553074"	"2800517553079"	"The Cafe des Artistes Cookbook"	"Lang, George; (Foreword) Brendan Gill; (Photography) Mick Hales"	"Clarkson N. Potter, Inc./Publishers"	"1984"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"02-12-1999"	"11-01-2014"	"09-09-2013"	""	""	"Unknown"
"0517592215"	"2800517592214"	"Paris Boulangerie-Patisserie : Recipes from Thirteen Outstanding French Bakeries"	"Dannenberg, Linda; (Photographer) Guy Bouchet, (Designer) Louise Fili"	"CLARKSON POTTER/PUBLISHERS"	"October 1994"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"01-10-2009"	"08-01-2014"	"12-16-2013"	""	""	"Unknown"
"0517633426"	"2800517633429"	"The Illustrated Escoffier: Recipes from the Classic French Tradition"	"Johnson, (Editor) Anne; (Editor) H.L. Cracknell; (Editor) R.J. Kaufmann"	"International Culinary Society"	"October 1987"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"12-13-2001"	"11-01-2014"	"04-08-2014"	""	""	"Unknown"
"0517700360"	"2800517700367"	"French Food, American Accent"	"Ponzek, Debra ,  John Schwartz"	"POTTER"	"July 1996"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$14.00"	"$0.00"	"$0.00"	"$0.00"	"06-27-1998"	"08-13-2014"	"05-19-2013"	""	""	"Unknown"
"0609602268"	"2800609602265"	"From My Chateau Kitchen"	"Willan, Anne; (Photographer) Langdon Clay"	"CLARKSON N. POTTER, INC."	"March 2000"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"03-14-2000"	"10-07-2014"	"09-06-2013"	""	""	"Unknown"
"0670839345"	"2800670839348"	"Food and Friends: Recipes and Memories from Simca's Cuisine"	"Beck, Simone Simca; Suzanne Patterson; (Introduction) Julia Child"	"PENGUIN USA"	"October 1991"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-26-1998"	"06-09-2014"	"04-23-2014"	""	""	"Unknown"
"067150617X"	"2800671506171"	"Ken Frank's La Toque Cookbook"	"Frank, Ken; Dewey Gram"	"Simon & Schuster"	"April 1992"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"10-02-1999"	"10-13-2014"	"03-18-2012"	""	""	"Unknown"
"0671692593"	"2800671692591"	"Monet's Table: The Cooking Journals of Claude Monet"	"Joyes, Claire; (Photographer) Jean-Bernard Naudin; (Foreword) Joel Robuchon"	"Simon and Schuster"	"1989"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"4"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"04-28-1998"	"09-04-2014"	"09-03-2014"	""	""	"Unknown"
"0671785362"	"2800671785361"	"Picnics of Provence: French Country Style Picnics to Enjoy At Home or Abroad"	"Pyes, Craig"	"SIMON AND SCHUSTER"	"May 1993"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$5.00"	"$0.00"	"$0.00"	"$0.00"	"08-10-2000"	"10-02-2014"	"01-01-0001"	""	""	"Unknown"
"0679422730"	"2800679422732"	"The Lutece Cookbook"	"Soltner, Andre; Seymour Britchky; (Illustrator) Henry Kibel"	"Alfred A. Knopf"	"1995"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"04-28-1998"	"11-05-2014"	"09-23-2014"	""	""	"Unknown"
"0684815699"	"2800684815697"	"Patricia Wells at Home in Provence: Recipes Inspired by Her Farmhouse in Provence"	"Wells, Patricia; (Photography) Robert Freson"	"Scribner"	"October 1996"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"05-22-1998"	"10-25-2014"	"06-22-2014"	""	""	"Unknown"
"068486343X"	"2320010432119"	"Daniel Boulud's Cafe Boulud Cookbook: French-American Recipes for the Home Cook"	"Boulud, Daniel; Dorie Greenspan; (Foreword) Martha Stewart"	"Scribner"	"November 1999"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"05-27-2000"	"10-07-2014"	"06-28-2013"	""	""	"Unknown"
"0688026583"	"2800688026587"	"Michel Guerard's Cuisine for Home Cooks"	"Guerard, Michel; (Translator) Judith Hill; (Translator) Tina Ujlaki"	"William Morrow and Company, Inc."	"January 1984"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"09-25-1999"	"11-04-2014"	"10-02-2014"	""	""	"Unknown"
"0688036708"	"2800688036708"	"French Regional Cooking"	"Willan, Anne"	"William Morrow and Company, Inc."	"1981"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"01-03-2001"	"06-11-2014"	"06-28-2014"	""	""	"Unknown"
"0688039502"	"2800688039501"	"Cuisine of Fredy Girardet"	"Girardet, Fredy"	"WILLIAM MORROW"	"August 1985"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"06-25-2001"	"11-01-2014"	"07-10-2014"	""	""	"Unknown"
"0688100694"	"2800688100690"	"A Taste of Alsace"	"Style, Sue; (Photography) John Miller"	"Hearst Books"	"February 1991"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"02-19-2000"	"04-11-2014"	"11-19-2010"	""	""	"Unknown"
"0688138683"	"2800688138686"	"Parisian Home Cooking: Conversations, Recipes, and Tips from the Cooks and Food Merchants of Paris"	"Roberts, Michael; (Photography) Pierre-Gilles Vidoli,"	"WILLIAM MORROW AND COMPANY, INC"	"June 1999"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$13.95"	"$0.00"	"$0.00"	"$0.00"	"05-18-1999"	"06-24-2014"	"08-07-2014"	""	""	"Unknown"
"0688153305"	"2800688153306"	"Paris Cafe Cookbook"	"Young, Daniel"	"WILLIAM MORROW"	"November 1998"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$13.00"	"$0.25"	"$0.00"	"$0.00"	"10-12-1998"	"06-15-2013"	"01-27-2014"	""	""	"Unknown"
"0690093845"	"2800690093843"	"Antoine Gilly's Feast of France: A Cookbook of Masterpieces in French Cuisine"	"Gilly, Antoine; Jack Denton Scott; (Photography) Samuel Chamberlain; (Illustrator) William Teodecki"	"Thomas Y. Crowell Company"	"January 1971"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"01-01-2009"	"09-17-2014"	"04-02-2009"	""	""	"Unknown"
